name,selling_price,km_driven,fuel,seller_type,transmission,owner,company,year_old_2023
Indica Vista,195000,60000,Diesel,Individual,Manual,Third Owner,Tata,12
Ertiga 1.5,550000,90000,Diesel,Individual,Manual,First Owner,Maruti,3
D-Max V-Cross,1500000,40000,Diesel,Individual,Manual,First Owner,Isuzu,5
Superb 1.8,400000,80000,Petrol,Individual,Manual,Second Owner,Skoda,13
Kicks XV,1350000,15000,Diesel,Individual,Manual,First Owner,Nissan,4
Swift 1.2,217000,45000,Petrol,Individual,Manual,First Owner,Maruti,8
Swift VDI,290000,130000,Diesel,Individual,Manual,Second Owner,Maruti,12
Bolero Power,700000,80000,Diesel,Individual,Manual,First Owner,Mahindra,5
Alto 800,175000,40000,Petrol,Individual,Manual,First Owner,Maruti,9
Ameo 1.5,575000,80000,Diesel,Individual,Manual,First Owner,Volkswagen,6
Ritz LDi,380000,100000,Diesel,Individual,Manual,Second Owner,Maruti,7
Xylo D4,350000,151624,Diesel,Individual,Manual,Second Owner,Mahindra,10
Duster 85PS,450000,160000,Diesel,Individual,Manual,First Owner,Renault,11
Santro AT,130000,110000,CNG,Individual,Manual,Second Owner,Hyundai,18
Swift VDI,320000,74820,Diesel,Individual,Manual,First Owner,Maruti,8
XUV500 W6,550000,82000,Diesel,Individual,Manual,First Owner,Mahindra,9
Wagon R,370000,50000,Petrol,Individual,Manual,Second Owner,Maruti,8
Beat LT,114999,70000,Petrol,Individual,Manual,Second Owner,Chevrolet,13
Ecosport Sports,1100000,1000,Petrol,Individual,Manual,First Owner,Ford,3
Tucson CRDi,170000,170000,Diesel,Individual,Manual,First Owner,Hyundai,17
Indigo TDI,80000,150000,Diesel,Individual,Manual,Third Owner,Tata,15
EcoSport 1.5,950000,17000,Diesel,Individual,Manual,First Owner,Ford,4
Swift Dzire,425000,150000,Diesel,Individual,Manual,First Owner,Maruti,9
i20 Asta,500000,80000,Diesel,Individual,Manual,First Owner,Hyundai,8
Santro Xing,70000,170000,Petrol,Individual,Manual,Third Owner,Hyundai,18
Amaze S,349000,120000,Diesel,Individual,Manual,First Owner,Honda,10
i20 1.2,330000,90000,Petrol,Individual,Manual,Third Owner,Hyundai,11
Santro Xing,120000,90000,Petrol,Individual,Manual,Third Owner,Hyundai,13
Verna 1.6,430000,100000,Diesel,Individual,Manual,Second Owner,Hyundai,10
Swift VDI,390000,90000,Diesel,Individual,Manual,First Owner,Maruti,9
Micra Diesel,225000,129000,Diesel,Individual,Manual,First Owner,Nissan,11
Scorpio VLS,350000,186000,Diesel,Individual,Automatic,Second Owner,Mahindra,13
Sumo LX,100000,66778,Diesel,Individual,Manual,First Owner,Tata,14
EON Era,190000,50000,Petrol,Individual,Manual,First Owner,Hyundai,9
i20 Sportz,315000,110000,Diesel,Individual,Manual,Second Owner,Hyundai,9
Grand i10,300000,60000,Diesel,Individual,Manual,Second Owner,Hyundai,8
KWID RXT,280000,40000,Petrol,Individual,Manual,First Owner,Renault,7
Tiago 1.2,539000,10000,Petrol,Individual,Manual,First Owner,Tata,5
Celerio ZXI,420000,50000,Petrol,Individual,Manual,First Owner,Maruti,6
Omni E,85000,70000,Petrol,Individual,Manual,Third Owner,Maruti,22
1.6Gls,142000,73000,Petrol,Individual,Manual,Fourth & Above Owner,OpelCorsa,19
EON D,180000,76000,Petrol,Individual,Manual,Second Owner,Hyundai,9
Tavera Neo,400000,120000,Diesel,Individual,Manual,Second Owner,Chevrolet,9
Scorpio VLX,360000,170000,Diesel,Individual,Automatic,Third Owner,Mahindra,14
Santro Xing,85000,110000,Petrol,Individual,Manual,Second Owner,Hyundai,20
Brio 1.2,350000,63400,Petrol,Individual,Manual,First Owner,Honda,7
GO Plus,380000,25000,Petrol,Individual,Manual,First Owner,Datsun,8
i10 Era,140000,80000,Petrol,Individual,Manual,Third Owner,Hyundai,14
Wagon R,200000,90000,Petrol,Individual,Manual,First Owner,Maruti,11
Santro Xing,150000,157000,Petrol,Individual,Manual,First Owner,Hyundai,12
Bolero SLX,300000,100000,Diesel,Individual,Manual,Second Owner,Mahindra,16
KWID RXT,280000,50000,Petrol,Individual,Manual,First Owner,Renault,6
Alto K10,200000,40000,Petrol,Individual,Manual,First Owner,Maruti,12
Aveo U-VA,110000,38500,Petrol,Individual,Manual,Second Owner,Chevrolet,14
i10 Magna,140000,103921,Petrol,Individual,Manual,Second Owner,Hyundai,15
City i-VTEC,1150000,14825,Petrol,Dealer,Manual,First Owner,Honda,5
BR-V i-DTEC,910000,43377,Diesel,Dealer,Manual,First Owner,Honda,7
Figo Diesel,160000,102307,Diesel,Dealer,Manual,First Owner,Ford,13
Zen LX,105000,79000,Petrol,Individual,Manual,Second Owner,Maruti,19
Wagon R,70000,90000,Petrol,Individual,Manual,Fourth & Above Owner,Maruti,19
Beat Diesel,160000,110000,Diesel,Individual,Manual,First Owner,Chevrolet,11
Sail Hatchback,225000,80000,Diesel,Individual,Manual,First Owner,Chevrolet,10
City 1.3,145000,100000,Petrol,Individual,Manual,First Owner,Honda,21
EcoSport 1.5,930000,20000,Diesel,Individual,Manual,First Owner,Ford,5
Getz 1.5,110000,154000,Diesel,Individual,Manual,Third Owner,Hyundai,15
Lodgy Stepway,650000,40000,Diesel,Individual,Manual,First Owner,Renault,6
Swift VXI,550000,51000,Petrol,Individual,Manual,First Owner,Maruti,4
Alto LX,85000,120000,Petrol,Individual,Manual,Second Owner,Maruti,15
Etios 1.5,509999,35000,Petrol,Individual,Manual,First Owner,Toyota,7
Baleno Alpha,650000,70000,Diesel,Individual,Manual,First Owner,Maruti,6
Spark 1.0,140000,60000,Petrol,Individual,Manual,Second Owner,Chevrolet,12
Alto LXi,150000,70000,Petrol,Individual,Manual,First Owner,Maruti,12
GO Plus,450000,10000,Petrol,Individual,Manual,Second Owner,Datsun,5
Accent CRDi,170000,245244,Diesel,Individual,Manual,Fourth & Above Owner,Hyundai,17
KWID 1.0,400000,60000,Petrol,Individual,Manual,First Owner,Renault,6
Tiago 1.2,300000,30000,Petrol,Individual,Manual,First Owner,Tata,7
Alto 800,250000,8000,Petrol,Individual,Manual,First Owner,Maruti,11
Tigor 1.2,500000,10000,Petrol,Individual,Manual,First Owner,Tata,4
Accent CRDi,85000,100000,Diesel,Individual,Manual,Third Owner,Hyundai,21
Sunny Diesel,300000,110000,Diesel,Individual,Manual,First Owner,Nissan,11
XUV500 AT,740000,45000,Diesel,Dealer,Automatic,First Owner,Mahindra,8
Santro Xing,70000,68500,Petrol,Dealer,Manual,First Owner,Hyundai,18
Santro Sportz,484999,5007,Petrol,Dealer,Automatic,First Owner,Hyundai,4
Micra Active,164000,30000,Petrol,Individual,Manual,First Owner,Nissan,10
City 1.5,140000,70000,Petrol,Individual,Automatic,First Owner,Honda,15
E-Class E250,999000,49600,Diesel,Dealer,Automatic,First Owner,Mercedes-Benz,12
Alto LXI,56000,23000,Petrol,Individual,Manual,Second Owner,Maruti,18
7 Series,1050000,30000,Diesel,Dealer,Automatic,First Owner,BMW,17
Verna 1.6,190000,38000,Petrol,Dealer,Manual,First Owner,Hyundai,13
Q5 3.0,3899000,22000,Diesel,Dealer,Automatic,First Owner,Audi,5
i10 Sportz,235000,43100,Petrol,Dealer,Manual,First Owner,Hyundai,12
GO Plus,350000,10171,Petrol,Dealer,Manual,First Owner,Datsun,6
Duster 110PS,465000,41123,Diesel,Dealer,Manual,First Owner,Renault,8
Camry Hybrid,1900000,20118,Petrol,Dealer,Automatic,First Owner,Toyota,6
City i,450000,40000,Diesel,Dealer,Manual,First Owner,Honda,9
Jetta 2.0L,790000,52517,Diesel,Dealer,Manual,First Owner,Volkswagen,8
Marazzo M2,900000,20000,Diesel,Individual,Manual,First Owner,Mahindra,4
Ecosport 1.5,450000,99117,Diesel,Dealer,Manual,First Owner,Ford,9
Spark 1.0,135000,90000,Petrol,Individual,Manual,First Owner,Chevrolet,14
Celerio ZXI,425000,3700,Petrol,Individual,Manual,First Owner,Maruti,4
Indica Vista,100000,80000,Diesel,Individual,Manual,First Owner,Tata,13
EcoSport 1.5,650000,100000,Diesel,Individual,Manual,Second Owner,Ford,8
Indica Vista,90000,54000,Diesel,Individual,Manual,First Owner,Tata,12
EON Era,250000,19000,Petrol,Individual,Manual,First Owner,Hyundai,6
Swift Dzire,300000,120000,Diesel,Individual,Manual,First Owner,Maruti,9
Wagon R,275000,30000,Petrol,Individual,Manual,First Owner,Maruti,9
BRV i-VTEC,600000,43500,Petrol,Individual,Manual,First Owner,Honda,6
KWID RXT,270000,60000,Petrol,Individual,Manual,Second Owner,Renault,7
KWID RXT,240000,70000,Petrol,Individual,Manual,Second Owner,Renault,7
KWID 1.0,350000,20000,Petrol,Individual,Manual,First Owner,Renault,7
Omni 5,65000,60000,Petrol,Dealer,Manual,Third Owner,Maruti,25
Swift Dzire,650000,58000,Diesel,Individual,Manual,First Owner,Maruti,8
Wagon R,350000,40000,Petrol,Dealer,Manual,First Owner,Maruti,9
Wagon R,75000,70000,Petrol,Individual,Manual,Second Owner,Maruti,18
i20 Asta,440000,70000,Diesel,Dealer,Manual,First Owner,Hyundai,11
Santro Xing,270000,60000,Petrol,Individual,Manual,First Owner,Hyundai,10
Innova 2.5,1150000,135000,Diesel,Dealer,Manual,First Owner,Toyota,9
Omni 8,238000,70000,Petrol,Dealer,Manual,First Owner,Maruti,8
B Class,1100000,40000,Petrol,Individual,Automatic,Second Owner,Mercedes-Benz,10
XUV500 W10,1200000,75000,Diesel,Dealer,Manual,Second Owner,Mahindra,8
Fabia 1.2L,260000,150000,Diesel,Individual,Manual,First Owner,Skoda,13
Etios VD,350000,140000,Diesel,Individual,Manual,Third Owner,Toyota,11
Etios Liva,480000,70000,Diesel,Individual,Manual,First Owner,Toyota,8
Etios Liva,345000,137250,Diesel,Individual,Manual,Second Owner,Toyota,11
Scorpio M2DI,500000,110000,Diesel,Individual,Manual,Second Owner,Mahindra,10
Grand i10,595000,27000,Petrol,Dealer,Manual,First Owner,Hyundai,6
Verna CRDi,1295000,9000,Diesel,Dealer,Manual,First Owner,Hyundai,4
Vento 1.5,1350000,5400,Diesel,Dealer,Manual,Test Drive Car,Volkswagen,4
KWID Climber,541000,1000,Petrol,Dealer,Manual,Test Drive Car,Renault,3
Santro Asta,515000,16000,Petrol,Dealer,Manual,First Owner,Hyundai,5
Figo Aspire,894999,13000,Diesel,Dealer,Manual,Test Drive Car,Ford,4
Pulse RxZ,325000,47000,Diesel,Dealer,Manual,First Owner,Renault,11
Ciaz 1.4,925000,22000,Petrol,Individual,Manual,First Owner,Maruti,5
Terrano XL,844999,30000,Petrol,Individual,Manual,First Owner,Nissan,6
Ciaz 1.4,925000,20000,Petrol,Individual,Manual,First Owner,Maruti,5
Manza Club,300000,60000,Diesel,Individual,Manual,First Owner,Tata,10
Camry M/t,650000,75000,Petrol,Individual,Manual,Second Owner,Toyota,15
Alto K10,175000,64000,Petrol,Dealer,Manual,First Owner,Maruti,13
SX4 S,325000,80000,Diesel,Individual,Manual,First Owner,Maruti,8
Duster 85PS,600000,90000,Diesel,Individual,Manual,First Owner,Renault,6
Swift ZXI,700000,30000,Petrol,Individual,Manual,First Owner,Maruti,5
Corolla H3,95000,120000,Petrol,Individual,Automatic,Second Owner,Toyota,20
Celerio ZXI,490000,20000,Petrol,Dealer,Manual,First Owner,Maruti,4
Safari DICOR,380000,100000,Diesel,Individual,Manual,First Owner,Tata,10
Grand i10,550000,31000,Petrol,Dealer,Manual,First Owner,Hyundai,5
Alto 800,225000,47000,Petrol,Dealer,Manual,First Owner,Maruti,10
Nexon 1.2,570000,11200,Petrol,Individual,Manual,First Owner,Tata,5
Alto 800,305000,35000,Petrol,Dealer,Manual,First Owner,Maruti,5
Wagon R,240000,50000,LPG,Dealer,Manual,First Owner,Maruti,13
Ertiga SHVS,700000,55000,Diesel,Dealer,Manual,First Owner,Maruti,8
Omni E,288000,20000,Petrol,Dealer,Manual,First Owner,Maruti,5
Bolero B4,800000,75000,Diesel,Dealer,Manual,First Owner,Mahindra,6
Celerio VXI,430000,93000,Petrol,Dealer,Manual,First Owner,Maruti,6
Beat Diesel,195000,57000,Diesel,Dealer,Manual,Second Owner,Chevrolet,14
Eeco Smiles,325000,30000,Petrol,Dealer,Manual,First Owner,Maruti,9
Duster 85PS,450000,73000,Diesel,Dealer,Manual,First Owner,Renault,10
Swift Dzire,630000,65000,Diesel,Dealer,Manual,First Owner,Maruti,7
Swift 1.3,250000,62000,Petrol,Dealer,Manual,Second Owner,Maruti,14
Santro GLS,135000,85000,Petrol,Dealer,Manual,First Owner,Hyundai,16
Spark 1.0,110000,73000,Petrol,Individual,Manual,First Owner,Chevrolet,13
Swift ZDi,350000,55000,Diesel,Dealer,Manual,First Owner,Maruti,11
Omni E,240000,5800,Petrol,Individual,Manual,Second Owner,Maruti,7
Innova 2.5,350000,350000,Diesel,Individual,Manual,First Owner,Toyota,14
Swift ZXI,600000,30000,Petrol,Individual,Manual,First Owner,Maruti,5
Swift Dzire,750000,20000,Diesel,Individual,Manual,First Owner,Maruti,5
EON Era,270000,20000,Petrol,Individual,Manual,First Owner,Hyundai,5
Alto LXi,90000,100000,Petrol,Individual,Manual,Second Owner,Maruti,16
Wagon R,350000,65000,Petrol,Individual,Manual,First Owner,Maruti,10
Figo Diesel,285000,90000,Diesel,Individual,Manual,Second Owner,Ford,10
Innova 2.5,665000,267000,Diesel,Individual,Manual,Second Owner,Toyota,12
Scorpio 2.6,175000,250000,Diesel,Individual,Manual,Second Owner,Mahindra,18
Xylo D2,350000,140000,Diesel,Individual,Manual,Second Owner,Mahindra,12
City i-VTEC,1225000,22000,Petrol,Dealer,Automatic,First Owner,Honda,5
Jazz Select,285000,60000,Petrol,Dealer,Manual,Second Owner,Honda,13
City i-VTEC,1000000,28635,Petrol,Dealer,Manual,First Owner,Honda,5
Amaze VX,780000,32114,Diesel,Dealer,Manual,First Owner,Honda,5
Celerio VXI,300000,82000,Petrol,Dealer,Manual,Second Owner,Maruti,9
Swift VXI,160000,95149,Petrol,Dealer,Manual,Second Owner,Maruti,17
Amaze VX,625000,68458,Petrol,Dealer,Manual,First Owner,Honda,5
Ritz VXi,265000,42000,Petrol,Individual,Manual,First Owner,Maruti,13
City i,515000,90000,Diesel,Individual,Manual,Second Owner,Honda,9
i20 Active,650000,100000,Diesel,Individual,Manual,First Owner,Hyundai,7
TUV 300,650000,80000,Diesel,Individual,Manual,First Owner,Mahindra,6
Getz 1.3,150000,105546,Petrol,Individual,Manual,First Owner,Hyundai,13
Etios Liva,500000,10000,Petrol,Individual,Manual,First Owner,Toyota,5
Innova 2.5,1000000,80000,Diesel,Individual,Manual,Second Owner,Toyota,11
i20 Magna,340000,35000,Petrol,Individual,Manual,First Owner,Hyundai,10
Innova 2.5,1010000,120000,Diesel,Individual,Manual,First Owner,Toyota,10
Etios GD,350000,120000,Diesel,Individual,Manual,Third Owner,Toyota,12
Swift VDI,595000,70000,Diesel,Individual,Manual,First Owner,Maruti,7
Scorpio VLX,700000,130000,Diesel,Individual,Manual,Third Owner,Mahindra,9
KWID RXL,265000,40000,Petrol,Individual,Manual,First Owner,Renault,4
Alto K10,320000,60000,Petrol,Individual,Manual,Second Owner,Maruti,8
City 1.5,310000,110000,Petrol,Individual,Manual,First Owner,Honda,12
City i,700000,130000,Diesel,Individual,Manual,First Owner,Honda,9
Alto LXi,130000,80000,Petrol,Individual,Manual,Second Owner,Maruti,14
Swift Dzire,150000,120000,Diesel,Individual,Manual,Second Owner,Maruti,14
Amaze E,300000,104000,Diesel,Individual,Manual,Second Owner,Honda,8
Swift Dzire,150000,100000,Petrol,Individual,Manual,Second Owner,Maruti,12
City 1.3,120000,132343,Petrol,Individual,Manual,Second Owner,Honda,20
Creta 1.4,950000,90000,Diesel,Individual,Manual,Second Owner,Hyundai,7
Wagon R,100000,60000,Petrol,Individual,Manual,Second Owner,Maruti,16
Jazz 1.5,450000,76000,Diesel,Individual,Manual,First Owner,Honda,8
800 EX,30000,60000,Petrol,Individual,Manual,Third Owner,Maruti,19
Renault Logan,200000,30000,Petrol,Individual,Manual,Second Owner,Mahindra,14
Indigo LS,250000,96000,Diesel,Individual,Manual,Second Owner,Tata,13
Alto VXi,280000,26134,Petrol,Dealer,Manual,First Owner,Maruti,8
Ritz VDi,260000,52895,Diesel,Dealer,Manual,First Owner,Maruti,12
Verna SX,550000,42324,Diesel,Dealer,Manual,Second Owner,Hyundai,10
XUV500 W10,1044999,65000,Diesel,Dealer,Manual,First Owner,Mahindra,7
Scorpio EX,550000,60236,Diesel,Dealer,Manual,First Owner,Mahindra,11
Wagon R,210000,70000,Petrol,Individual,Manual,Second Owner,Maruti,9
Wagon R,210000,70000,Petrol,Individual,Manual,Third Owner,Maruti,9
Xylo E8,290000,100000,Diesel,Individual,Manual,Second Owner,Mahindra,14
500 Lounge,250999,110000,Diesel,Individual,Manual,First Owner,Fiat,15
Triber RXT,600000,10300,Petrol,Individual,Manual,First Owner,Renault,4
Grande Punto,270000,120000,Diesel,Individual,Manual,Second Owner,Fiat,9
New Safari,550000,142000,Diesel,Individual,Manual,First Owner,Tata,11
TUV 300,800000,25000,Diesel,Individual,Manual,First Owner,Mahindra,6
Altroz XE,500000,5000,Petrol,Individual,Manual,First Owner,Tata,3
Grand i10,396000,28643,Petrol,Dealer,Manual,First Owner,Hyundai,7
City i,600000,50000,Diesel,Individual,Manual,First Owner,Honda,9
Wagon R,575000,30000,Petrol,Dealer,Manual,First Owner,Maruti,4
Santro Sportz,520000,5000,Petrol,Individual,Manual,First Owner,Hyundai,3
XUV500 AT,1400000,30000,Diesel,Individual,Automatic,First Owner,Mahindra,5
Baleno Delta,600000,7600,Petrol,Individual,Automatic,First Owner,Maruti,5
Beat Diesel,195000,47253,Diesel,Dealer,Manual,First Owner,Chevrolet,10
Alto K10,281000,4432,Petrol,Dealer,Automatic,Second Owner,Maruti,8
Indica GLS,75000,110000,Petrol,Individual,Manual,Second Owner,Tata,13
Grand i10,400000,25000,Petrol,Individual,Manual,First Owner,Hyundai,9
Indica Vista,93000,70000,Diesel,Individual,Manual,Second Owner,Tata,14
i20 Active,560000,68523,Petrol,Dealer,Manual,First Owner,Hyundai,7
EON 1.0,400000,5000,Petrol,Individual,Manual,First Owner,Hyundai,4
Tigor 1.2,459999,40000,Petrol,Individual,Manual,First Owner,Tata,5
Xcent 1.2,450000,43000,Diesel,Individual,Manual,First Owner,Hyundai,6
Alto Green,88000,80251,CNG,Dealer,Manual,Second Owner,Maruti,13
i20 1.2,250000,34500,Petrol,Individual,Manual,Second Owner,Hyundai,13
Ikon 1.4,22000,42743,Petrol,Dealer,Manual,Third Owner,Ford,23
Beat Diesel,130000,93900,Diesel,Individual,Manual,Second Owner,Chevrolet,10
Zen VXi,79000,80000,Petrol,Individual,Manual,First Owner,Maruti,19
Beat Diesel,120000,110000,Diesel,Individual,Manual,First Owner,Chevrolet,11
7 Series,1700000,100000,Diesel,Individual,Automatic,Second Owner,BMW,12
Optra Magnum,300000,25000,Diesel,Individual,Manual,First Owner,Chevrolet,11
A-Star Lxi,145000,25000,Petrol,Individual,Manual,First Owner,Maruti,14
Endeavour 3.2,3200000,20000,Diesel,Individual,Automatic,First Owner,Ford,4
Spark 1.0,240000,10000,Petrol,Individual,Manual,First Owner,Chevrolet,10
WR-V i-DTEC,700000,30000,Diesel,Individual,Manual,First Owner,Honda,5
Accent GLX,145000,110000,Petrol,Individual,Manual,Second Owner,Hyundai,13
Ertiga VDI,535000,80000,Diesel,Individual,Manual,Second Owner,Maruti,9
KUV 100,420000,21000,Petrol,Individual,Manual,First Owner,Mahindra,7
Alto K10,350000,20000,Petrol,Individual,Manual,First Owner,Maruti,7
Swift VDI,550000,32000,Diesel,Individual,Manual,First Owner,Maruti,8
Montero 3.2,750000,180000,Diesel,Individual,Manual,First Owner,Mitsubishi,16
Indica Vista,198000,70000,Diesel,Individual,Manual,Second Owner,Tata,11
i20 Magna,420000,50000,Diesel,Individual,Manual,First Owner,Hyundai,10
Endeavour 4x2,195000,120000,Diesel,Individual,Manual,First Owner,Ford,19
EON Sportz,150000,55766,Petrol,Individual,Manual,Second Owner,Hyundai,11
Micra XL,275000,40000,Petrol,Individual,Manual,Second Owner,Nissan,12
800 Std,65000,60000,Petrol,Individual,Manual,Third Owner,Maruti,22
Swift LXi,200000,50000,Petrol,Individual,Manual,First Owner,Maruti,15
Swift Dzire,250000,110000,Diesel,Individual,Manual,Second Owner,Maruti,13
Indigo TDI,182000,100000,Diesel,Individual,Manual,First Owner,Tata,10
Zen VX,85000,86000,Petrol,Individual,Manual,Second Owner,Maruti,22
Swift VDI,400000,50000,Diesel,Individual,Manual,First Owner,Maruti,10
Baleno Delta,650000,20000,Diesel,Individual,Manual,First Owner,Maruti,6
i10 Magna,400000,50000,Petrol,Individual,Manual,First Owner,Hyundai,13
Manza Aura,295000,80000,Diesel,Individual,Manual,Second Owner,Tata,11
Omni LPG,60000,135000,LPG,Individual,Manual,Fourth & Above Owner,Maruti,17
Zen D,110000,120000,Diesel,Individual,Manual,Third Owner,Maruti,20
Linea 1.3,550000,113600,Diesel,Individual,Manual,First Owner,Fiat,8
Santro Xing,190000,70000,Petrol,Individual,Manual,Third Owner,Hyundai,15
Aspire Titanium,861999,20000,Diesel,Dealer,Manual,First Owner,Ford,5
Aspire Titanium,782000,14000,Petrol,Dealer,Manual,First Owner,Ford,5
Freestyle Titanium,836000,26000,Diesel,Dealer,Manual,First Owner,Ford,5
City i,696000,138925,Petrol,Dealer,Manual,First Owner,Honda,7
Jazz 1.5,596000,121764,Diesel,Dealer,Manual,First Owner,Honda,7
Jazz 1.2,612000,105429,Petrol,Dealer,Manual,First Owner,Honda,7
Alto 800,114999,35000,Petrol,Individual,Manual,First Owner,Maruti,8
Bolt Quadrajet,340000,60000,Diesel,Individual,Manual,First Owner,Tata,6
Swift ZXI,550000,5000,Petrol,Individual,Manual,First Owner,Maruti,3
Aveo U-VA,114999,70000,Petrol,Individual,Manual,Third Owner,Chevrolet,15
Wagon R,105000,80000,Petrol,Individual,Manual,First Owner,Maruti,23
Vitara Brezza,890000,20000,Diesel,Individual,Manual,First Owner,Maruti,4
Nexon 1.2,715000,8000,Petrol,Individual,Manual,First Owner,Tata,4
i20 Asta,525000,54000,Petrol,Dealer,Manual,Second Owner,Hyundai,9
i20 Asta,475000,23122,Petrol,Dealer,Manual,Second Owner,Hyundai,9
Cruze LT,349000,44500,Diesel,Dealer,Manual,Second Owner,Chevrolet,11
Polo GTI,825000,13599,Petrol,Dealer,Automatic,First Owner,Volkswagen,6
Scorpio SLE,550000,100000,Diesel,Individual,Manual,Second Owner,Mahindra,9
Swift 1.3,95000,110000,Petrol,Individual,Manual,Third Owner,Maruti,17
Innova 2.5,725000,90000,Diesel,Individual,Manual,Second Owner,Toyota,9
Tigor 1.2,670000,17000,Petrol,Individual,Manual,First Owner,Tata,4
Alto LX,65000,140000,Petrol,Individual,Manual,First Owner,Maruti,15
Xylo D4,500000,50000,Diesel,Individual,Manual,Second Owner,Mahindra,8
KUV 100,600000,53000,Petrol,Individual,Manual,First Owner,Mahindra,6
Wagon R,350000,70000,Petrol,Individual,Manual,Second Owner,Maruti,6
Beat Diesel,200000,70000,Diesel,Individual,Manual,Second Owner,Chevrolet,11
EON Sportz,150000,80000,Petrol,Individual,Manual,First Owner,Hyundai,11
Zen D,75000,110000,Diesel,Individual,Manual,Second Owner,Maruti,20
Amaze EX,350000,90000,Diesel,Individual,Manual,Second Owner,Honda,10
Innova Crysta,1700000,15000,Diesel,Individual,Manual,First Owner,Toyota,5
X1 sDrive20d,890000,86000,Diesel,Individual,Automatic,Second Owner,BMW,12
Scorpio M2DI,500000,120000,Diesel,Individual,Manual,First Owner,Mahindra,9
Elite i20,600000,5200,Petrol,Individual,Manual,First Owner,Hyundai,4
Beat LS,99000,60000,Petrol,Individual,Manual,Second Owner,Chevrolet,13
i10 Era,235000,46000,Petrol,Individual,Manual,First Owner,Hyundai,12
Indigo GLX,75000,40000,Petrol,Individual,Manual,Second Owner,Tata,17
City i,600000,90000,Diesel,Individual,Manual,Second Owner,Honda,9
Verna CRDi,1000000,25000,Diesel,Individual,Manual,Second Owner,Hyundai,4
Verna 1.6,390000,90000,Diesel,Individual,Manual,First Owner,Hyundai,11
Polo 1.5,600000,70000,Diesel,Individual,Manual,First Owner,Volkswagen,8
i20 1.2,600000,70000,Petrol,Individual,Manual,Second Owner,Hyundai,6
Elite i20,730000,35000,Diesel,Individual,Manual,Second Owner,Hyundai,4
Grand i10,450000,12700,Petrol,Individual,Automatic,First Owner,Hyundai,6
Ritz LDi,250000,80000,Diesel,Individual,Manual,First Owner,Maruti,12
XUV500 W10,1400000,20000,Diesel,Individual,Manual,First Owner,Mahindra,5
KWID 1.0,300000,20000,Petrol,Individual,Manual,First Owner,Renault,5
EcoSport 1.5,800000,19000,Petrol,Individual,Manual,First Owner,Ford,6
Grande Punto,125000,95000,Diesel,Individual,Manual,Second Owner,Fiat,14
Polo Diesel,295000,90000,Diesel,Individual,Manual,First Owner,Volkswagen,11
Ecosport 1.0,650000,45839,Petrol,Dealer,Manual,First Owner,Ford,10
Aveo 1.4,200000,74510,Petrol,Dealer,Manual,First Owner,Chevrolet,13
Aveo U-VA,130000,87293,Petrol,Dealer,Manual,First Owner,Chevrolet,14
Figo Diesel,250000,156040,Diesel,Dealer,Manual,First Owner,Ford,11
Endeavour 2.5L,400000,93415,Diesel,Dealer,Manual,First Owner,Ford,19
Aspire Titanium,430000,101159,Petrol,Dealer,Manual,First Owner,Ford,6
EON 1.0,170000,80000,Petrol,Individual,Manual,Second Owner,Hyundai,8
Tiago 2019-2020,450000,12000,Petrol,Individual,Manual,First Owner,Tata,4
Swift ZXI,350000,90000,Petrol,Individual,Manual,First Owner,Maruti,10
Spark 1.0,130000,68519,Petrol,Dealer,Manual,First Owner,Chevrolet,12
Beat Diesel,180000,55130,Diesel,Dealer,Manual,First Owner,Chevrolet,11
Ecosport 1.0,475000,65239,Petrol,Dealer,Manual,First Owner,Ford,9
Polo 1.2,470000,58182,Petrol,Dealer,Manual,First Owner,Volkswagen,8
Fiesta Diesel,200000,91245,Diesel,Dealer,Manual,First Owner,Ford,11
XUV500 W8,650000,102989,Diesel,Dealer,Manual,First Owner,Mahindra,10
City 1.5,400000,50000,Petrol,Individual,Manual,First Owner,Honda,13
Zen VXI,100000,120000,Petrol,Individual,Manual,First Owner,Maruti,23
Swift Dzire,409999,90000,Diesel,Individual,Manual,First Owner,Maruti,9
Swift VDI,640000,25000,Diesel,Individual,Manual,First Owner,Maruti,5
Wagon R,160000,80000,Petrol,Individual,Manual,Second Owner,Maruti,16
Baleno Zeta,750000,70000,Diesel,Individual,Manual,First Owner,Maruti,5
Jeep MM,150000,50000,Diesel,Individual,Manual,Third Owner,Mahindra,21
Alto STD,80000,100000,Petrol,Individual,Manual,Second Owner,Maruti,15
Celerio VDi,240000,90000,Diesel,Individual,Manual,Third Owner,Maruti,7
Esteem Lxi,60000,60000,Petrol,Individual,Manual,Third Owner,Maruti,18
Alto LX,70000,120000,Petrol,Individual,Manual,Third Owner,Maruti,16
Jetta 1.9,285000,90000,Diesel,Individual,Automatic,Second Owner,Volkswagen,15
Swift VDI,350000,60000,Diesel,Individual,Manual,Second Owner,Maruti,8
i20 Active,699000,30000,Diesel,Individual,Manual,Second Owner,Hyundai,8
Figo Diesel,275000,108000,Diesel,Individual,Manual,Second Owner,Ford,12
i20 1.4,350000,160000,Diesel,Individual,Manual,Second Owner,Hyundai,11
Alto LXi,135000,90000,Petrol,Individual,Manual,Third Owner,Maruti,17
Xylo E4,325000,120000,Diesel,Individual,Manual,Third Owner,Mahindra,13
